genres,id,Place,vote_average,vote_count,Place,Name of City,Cat1,keywords
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",76757,Munda Pahad Beach,5.2,2768,Munda Pahad Beach,Andaman & Nicobar Islands,Beaches,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",258489,Vijaynagar Beach,5.5,2430,Vijaynagar Beach,Andaman & Nicobar Islands,Beaches,"How tenuous is man's hold on civilization when survival becomes an issue? When the lights go out and stay out for several days, suburbanites Matthew and Annie learn the hard way that man is ""by nature"" a predatory creature. Matthew's long-time friend, Joe, happens by on the second day and a rivalry between the two friends simmers as Annie cares for her sick baby. . Is this what is meant by ""man's inhumanity to man?"""
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}]",411,Khurmadera beach,6.7,2629,Khurmadera beach,Andaman & Nicobar Islands,Beaches,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}]",246655,Government Ferry,6.4,4721,Government Ferry,Andaman & Nicobar Islands,Ferries,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 53, ""name"": ""Historic Sites""}]",155,Inglis Island,8.2,12002,Inglis Island,Andaman & Nicobar Islands,Islands,"An undercover police officer named Rock Keats befriends a drug dealer and car thief named Archie Moses in a bid to catch the villainous drug lord Frank Coltan. But the only problem is that Keats is a cop, his real name is Jack Carter, and he is working undercover with the LAPD to bust Moses and Colton at a sting operation the LAPD has set up."
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",14160,Cellular Jail,7.7,6870,Cellular Jail,Andaman & Nicobar Islands,Historic Sites,"This is the story of a young Irish woman who comes to Spain to escape from the pressures she feels about her impending marriage to a political activist in Ireland. But in Spain in the 1930's, taking a job of governess in a wealthy family, she finds the same kinds of political unrest. In fact, it isn't long before she finds herself attracted to a married man who is similarly involved in the struggle against fascism and Franco. This awakens her to her nature that brings her to such men and resolves for her what she must do about the life she left in Ireland"
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",15512,Sitapur Beach,6,1423,Sitapur Beach,Andaman & Nicobar Islands,Beaches,"Littlefoot and his friends are constantly being bullied and browbeaten by three teenage dinosaurs: Hyp, a Hypsilophodon; Nod, a Nodosaurus; and Mutt, a Muttaburrasaurus. However, when a shower of meteorites (flying rocks) impacts near the Great Valley and causes a rock slide in the Mysterious Beyond, which blocks the water supply of the Great Valley, Hyp, Nod, and Mutt are no longer the biggest worry of Littlefoot and his friends. The increasing lack of water causes conflicts between the inhabitants of the Great Valley, who have lived in relative peace and harmony until this event."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",1726,Murugan Temple,7.4,8776,Murugan Temple,Andaman & Nicobar Islands,Points of Interest & Landmarks,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by"
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10751, ""name"": ""Parks""}]",44826,Gandhi Park,7,2141,Gandhi Park,Andaman & Nicobar Islands,Parks,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 37, ""name"": ""Farms""}]",8487,Ferar Beach,5.1,1020,Ferar Beach,Andaman & Nicobar Islands,Beaches,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 14, ""name"": ""Museums""}]",1735,Viper Island,5.2,1387,Viper Island,Andaman & Nicobar Islands,Points of Interest & Landmarks,"Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",297761,Neil Island Jetty,5.9,7458,Neil Island Jetty,Andaman & Nicobar Islands,Piers & Boardwalks,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war."
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",2698,Diglipur Beach,5.3,1151,Diglipur Beach,Andaman & Nicobar Islands,Beaches,"Vienna in the beginning of the twentieth century. Cavalry Lieutenant Fritz Lobheimer is about to end his affair with Baroness Eggerdorff when he meets the young Christine, the daughter of an opera violinist. Baron Eggerdorff however soon hears of his past misfortune..."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",137113,Rajiv Gandhi's Statue,7.6,4858,Rajiv Gandhi's Statue,Andaman & Nicobar Islands,Monuments & Statues,An atmospheric coming-of-age story featuring an imaginative young boy named Marek who dreams of escaping an increasingly dangerous Poland on the eve of war for beautiful Venice.
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}]",9804,Veer Savarkar Park,5.9,992,Veer Savarkar Park,Andaman & Nicobar Islands,Parks,"Set in rural France during the end of the Algerian war, and immersed in the music of the sixties, this film follows four students in friendship and love. Francois's best friend is a girl Maite, but instead he falls in love with a boy Serge, while Serge is falling for Maite. Henri is the outsider, an Algerian-born frenchman who has fled the war, and the catalyst for Francois to find his identity."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",14869,Forest Museum,5.6,1962,Forest Museum,Andaman & Nicobar Islands,Speciality Museums,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan who has joined up on the side that appeals most to idealists of that era -- like Ernest Hemingway and his friends -- has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a bridge in a cave.
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}]",150540,Aberdeen Clock Tower,8,6560,Aberdeen Clock Tower,Andaman & Nicobar Islands,Points of Interest & Landmarks,"Philadelphia heiress Tracy Lord throws out her playboy husband C.K. Dexter Haven shortly after their marriage. Two years later, Tracy is about to marry respectable George Kittredge whilst Dexter has been working for ""Spy"" magazine. Dexter arrives at the Lord mansion the day before the wedding with journalist Mike Connor and photographer Liz Imbrie, determined to spoil things."
"[{""id"": 10751, ""name"": ""Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 14, ""name"": ""Museums""}]",278927,Science Centre,6.7,2892,Science Centre,Andaman & Nicobar Islands,Science Museums,"In 1927 Hollywood, Don Lockwood and Lina Lamont are a famous on-screen romantic pair in silent movies, but Lina mistakes the on-screen romance for real love. When their latest film is transformed into a musical, Don has the perfect voice for the songs, but strident voice faces the studio to dub her voice. Aspiring actress, Kathy Selden is brought in and, while she is working on the movie, Don falls in love with her."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",10138,Sea Link Adventure India Pvt Ltd,6.6,6849,Sea Link Adventure India Pvt Ltd,Andaman & Nicobar Islands,Ferries,"Jerry Mulligan is an exuberant American expatriate in Paris trying to make a reputation as a painter. His friend Adam is a struggling concert pianist who's a long time associate of a famous French singer, Henri Baurel. A lonely society woman, Milo Roberts, takes Jerry under her wing and supports him, but is interested in more than his art."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 18, ""name"": ""Islands""}]",58595,Sippighat Farm,5.8,3118,Sippighat Farm,Andaman & Nicobar Islands,Farms,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 10749, ""name"": ""Shopping""}]",102651,Mini-Zoo,7,4496,Mini-Zoo,Andaman & Nicobar Islands,Zoos,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}]",119450,Indira Point,7.3,4410,Indira Point,Andaman & Nicobar Islands,Points of Interest & Landmarks,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 10749, ""name"": ""Shopping""}]",79698,Chidiyatapu Biological Park,4.8,34,Chidiyatapu Biological Park,Andaman & Nicobar Islands,Nature & Wildlife Areas,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate."
